,index,Company,Abbr,Road No.,Model,Date,HP
2354,47,National Railway Equipment Motive Power,NRE,"5413, 5417 & 5482",SD40-2,,3000.0
2355,48,National Railway Equipment Motive Power,NRE,"5449, 5463 & 5471",SD50,,3550.0
2356,49,National Railway Equipment Motive Power,NRE,5534,SD40-2,,3000.0
2357,50,National Railway Equipment Motive Power,NRE,5542 & 5668,SD40-2,,3000.0
2358,51,National Railway Equipment Motive Power,NRE,5809,G12,,1310.0
2359,52,National Railway Equipment Motive Power,NRE,5917,SD40,,3000.0
2360,53,National Railway Equipment Motive Power,NRE,5997,SD60,,3800.0
2361,54,National Railway Equipment Motive Power,NRE,6051,GP9,,1750.0
2362,55,National Railway Equipment Motive Power,NRE,"6300-01, 09, 11 & 45",SD40-2,,3000.0
2363,56,National Railway Equipment Motive Power,NRE,6406,SD40,,3000.0
2364,57,National Railway Equipment Motive Power,NRE,6411 & 6415,SD45,,3600.0
2365,58,National Railway Equipment Motive Power,NRE,"6475, 6486 & 97",SD40-2,,3000.0
2366,59,National Railway Equipment Motive Power,NRE,6481 & 6487,SD45-2,,3600.0
2367,60,National Railway Equipment Motive Power,NRE,6595,SD45,,3600.0
2368,61,National Railway Equipment Motive Power,NRE,"7212, 7246, 7275 & 7285",SD40-2,,3000.0
2369,62,National Railway Equipment Motive Power,NRE,7300s,SD40-2,,3000.0
2370,63,National Railway Equipment Motive Power,NRE,7300s,SD40-2,,3000.0
2371,64,National Railway Equipment Motive Power,NRE,7480-81 & 7488,C39-8,,
2372,65,National Railway Equipment Motive Power,NRE,7482,SD45,,3600.0
2373,66,National Railway Equipment Motive Power,NRE,7510-7511,SD45-2,,3600.0
2374,67,National Railway Equipment Motive Power,NRE,7880 & 7896-97,SD40-2,,3000.0
2375,68,National Railway Equipment Motive Power,NRE,7931,SD40-2,,3000.0
2376,69,National Railway Equipment Motive Power,NRE,"8067, 8090 & 8092",GP9/GP10,,
2377,70,National Railway Equipment Motive Power,NRE,8104 & 8174,GP10/GP9,,
2378,71,National Railway Equipment Motive Power,NRE,8219,GP10,,1800.0
2379,72,National Railway Equipment Motive Power,NRE,8250-8251,SD40T-2,,3000.0
2380,73,National Railway Equipment Motive Power,NRE,8313,GP9/GP10,,
2381,74,National Railway Equipment Motive Power,NRE,8401,SD40-2,,3000.0
2382,75,National Railway Equipment Motive Power,NRE,8410,GP10,,1800.0
2383,76,National Railway Equipment Motive Power,NRE,8681 & 8695,SD50,,3550.0
2384,77,National Railway Equipment Motive Power,NRE,8679-81 & 8695,SD50,,3550.0
2385,78,National Railway Equipment Motive Power,NRE,8822 & 8865,SD40T-2,,3000.0
2386,79,National Railway Equipment Motive Power,NRE,9273,SD45T-2,,3600.0
2387,80,National Railway Equipment Motive Power,NRE,9300,SD45T-2,,3600.0
2388,81,National Railway Equipment Motive Power,NRE,9308 & 9402,SD40T-2M,,
2389,82,National Railway Equipment Motive Power,NRE,9424,GP18,,1800.0
2390,83,National Railway Equipment Motive Power,NRE,9450,SD28,,1800.0
2391,84,National Railway Equipment Motive Power,NRE,9842,SD50,,3550.0
2392,85,National Railway Equipment Motive Power,NRE,9903,SD40-2,,3000.0
2393,86,National Railway Equipment Motive Power,NRE,9460 & 9963,GP40,,3000.0
2394,87,National Railway Equipment Motive Power,NRE,Aberdeen Carolina & Wsn 1601,GP16,,1600.0
2395,88,National Railway Equipment Motive Power,NRE,Alberta Rail Net 1007,B30-7,,3000.0
2396,89,National Railway Equipment Motive Power,NRE,Allied Services 1671,GP50,,3500.0
2397,90,National Railway Equipment Motive Power,NRE,Amtrak 394,F40PH,,3000.0
2398,91,National Railway Equipment Motive Power,NRE,Amtrak 450-451,F69PHAC,,3000.0
2399,92,National Railway Equipment Motive Power,NRE,ATSF 2024,GP7,,1500.0
2400,93,National Railway Equipment Motive Power,NRE,BNSF 1300s,GP7u,,
2401,94,National Railway Equipment Motive Power,NRE,BNSF 1368,GP7,,1500.0
2402,95,National Railway Equipment Motive Power,NRE,"Burlington Northern 1402, 07, 13-4, 19 & 36-37",GP9/GP10,,
2403,96,National Railway Equipment Motive Power,NRE,BNSF 1498,GP15,,
2404,97,National Railway Equipment Motive Power,NRE,BNSF 1619,GP9,,1750.0
2405,98,National Railway Equipment Motive Power,NRE,BNSF 1683-84 & 1687,GP9,,1750.0
2406,99,National Railway Equipment Motive Power,NRE,"BN 1739, 1750 & 1752",SD9,,1750.0
2407,100,National Railway Equipment Motive Power,NRE,BNSF 3800s,GP7,,1500.0
2408,101,National Railway Equipment Motive Power,NRE,BNSF 3955,Road,,
2409,102,National Railway Equipment Motive Power,NRE,BN 4200s,B23-7,,2250.0
2410,103,National Railway Equipment Motive Power,NRE,BN 4200s,B23-7,,2250.0
2411,104,National Railway Equipment Motive Power,NRE,BN 5489,B30-7,,3000.0
2412,105,National Railway Equipment Motive Power,NRE,BN 6518,SD35,,2500.0
2413,106,National Railway Equipment Motive Power,NRE,BN 6400's,SD45,,3600.0
2414,107,National Railway Equipment Motive Power,NRE,BN 6400s,SD45-2,,3600.0
2415,108,National Railway Equipment Motive Power,NRE,BN 6503,SD45-2,,3600.0
2416,109,National Railway Equipment Motive Power,NRE,BN 7829,SD40-2,,3000.0
2417,110,National Railway Equipment Motive Power,NRE,CEFX 9194 & 9243,SD45T-2,,3600.0
2418,111,National Railway Equipment Motive Power,NRE,"CEFX 9300, 9328 & 9337",SD45T-2,,3600.0
2419,112,National Railway Equipment Motive Power,NRE,Central Manitoba 4080,SW1200,,1200.0
2420,113,National Railway Equipment Motive Power,NRE,"Canadian Nat'l 1901, 1905, 1907 & 1915",GMD-1,,1200.0
2421,114,National Railway Equipment Motive Power,NRE,CN 2100 Series,HR616,,
2422,115,National Railway Equipment Motive Power,NRE,CN 4000s,GP9,,1750.0
2423,116,National Railway Equipment Motive Power,NRE,"CN 5078, 5233, 5912 & 5922",SD40,,3000.0
2424,117,National Railway Equipment Motive Power,NRE,CN 9164 & 9177,F9A,,
2425,118,National Railway Equipment Motive Power,NRE,"Chicago & North Wsn 5515, 5517 & 5529",GP40,,3000.0
2426,119,National Railway Equipment Motive Power,NRE,Chi.Cntrl & Pacific 8093 & 8258,GP10,,1800.0
2427,120,National Railway Equipment Motive Power,NRE,Canadian Pacific 534,SD10,,
2428,121,National Railway Equipment Motive Power,NRE,CP 1018-1019,F9B,,1750.0
2429,122,National Railway Equipment Motive Power,NRE,CP 3067,GP38-2,,2000.0
2430,123,National Railway Equipment Motive Power,NRE,"CP 5413, 5418, 5431 & 5476",SD40-2,,3000.0
2431,124,National Railway Equipment Motive Power,NRE,"CP 5567, 5581 & 5590",SD40-2,,3000.0
2432,125,National Railway Equipment Motive Power,NRE,CP 5600s,SD40-2,,3000.0
2433,126,National Railway Equipment Motive Power,NRE,CP 5700s,SD40-2,,3000.0
2434,127,National Railway Equipment Motive Power,NRE,CP 5823,SD40-2,,3000.0
2435,128,National Railway Equipment Motive Power,NRE,CP 6409,SD40,,3000.0
2436,129,National Railway Equipment Motive Power,NRE,CSX 1792,GP16,,1600.0
2437,130,National Railway Equipment Motive Power,NRE,CSX 3136,B23-7,,2250.0
2438,131,National Railway Equipment Motive Power,NRE,CSX 4287 & 4299,GP39,,2300.0
2439,132,National Railway Equipment Motive Power,NRE,CSX 5213,Road,,
2440,133,National Railway Equipment Motive Power,NRE,CSX 5575,B36-7,,3600.0
2441,134,National Railway Equipment Motive Power,NRE,CSX 5875,B36-7,,3600.0
2442,135,National Railway Equipment Motive Power,NRE,CSX 6635 & 6756,GP40,,3000.0
2443,136,National Railway Equipment Motive Power,NRE,Dakota & Iowa 2701 & 2801,SD45,,3600.0
2444,137,National Railway Equipment Motive Power,NRE,Denver & Rio Grande Wsn 3075,GP38,,2000.0
2445,138,National Railway Equipment Motive Power,NRE,Duluth Winnipeg & Pacific 5902 & 5904,SD40,,3000.0
2446,139,National Railway Equipment Motive Power,NRE,FURX 2900s,GP50,,3500.0
2447,140,National Railway Equipment Motive Power,NRE,"FURX 3020, 3069 & 3080",SD40-2,,3000.0
2448,141,National Railway Equipment Motive Power,NRE,FURX 7200s,SD40-2,,3000.0
2449,142,National Railway Equipment Motive Power,NRE,FURX 7200s,SD40-2,,3000.0
2450,143,National Railway Equipment Motive Power,NRE,FURX 7900s,SD40-2,,3000.0
2451,144,National Railway Equipment Motive Power,NRE,FURX 8000s,SD40-2,,3000.0
2452,145,National Railway Equipment Motive Power,NRE,FURX 8100s,SD40-2,,3000.0
2453,146,National Railway Equipment Motive Power,NRE,FWWD 2009,GP50,,3500.0
2454,147,National Railway Equipment Motive Power,NRE,FWWD 5020,GP35,,2500.0
2455,148,National Railway Equipment Motive Power,NRE,Grand Trunk Wsn 5925 & 5928,SD40,,3000.0
2456,149,National Railway Equipment Motive Power,NRE,Illinois Central 2038,SD20,,2000.0
2457,150,National Railway Equipment Motive Power,NRE,IC 8171 & 8413,GP10,,1800.0
2458,151,National Railway Equipment Motive Power,NRE,"IC 8738 , 8740 & 8748",GP11,,
2459,152,National Railway Equipment Motive Power,NRE,IC 9428,GP18,,1800.0
2460,153,National Railway Equipment Motive Power,NRE,Iowa Interstate 2039,SD20,,2000.0
2461,154,National Railway Equipment Motive Power,NRE,"Kansas City Sou 600, 634 & 641",SD40-3,,
2462,155,National Railway Equipment Motive Power,NRE,KCS 706,SD50,,3550.0
2463,156,National Railway Equipment Motive Power,NRE,"KCS 1407, 09-10 & 29",SD40-2,,3000.0
2464,157,National Railway Equipment Motive Power,NRE,KCS 6100,SD40-2,,3000.0
2465,158,National Railway Equipment Motive Power,NRE,Korean National 3241,DL532B,,
2466,159,National Railway Equipment Motive Power,NRE,"LLPX 3101, 3103-04 & 3107-08",SD40-2,,3000.0
2467,160,National Railway Equipment Motive Power,NRE,Metra 610,F40C,,3200.0
2468,161,National Railway Equipment Motive Power,NRE,"Montana Rail Link 317, 333 & 359",F40PH,,3000.0
2469,162,National Railway Equipment Motive Power,NRE,Motive Power Resources 1601,SD40,,3000.0
2470,163,National Railway Equipment Motive Power,NRE,MS 1801,GP18,,1800.0
2471,164,National Railway Equipment Motive Power,NRE,NS 6524,SD50,,3550.0
2472,165,National Railway Equipment Motive Power,NRE,NS 8610,B39-8,,
2473,166,National Railway Equipment Motive Power,NRE,PRSX 1009,GP35,,2500.0
2474,167,National Railway Equipment Motive Power,NRE,Power Source Supply 4000s,B23-7,,2250.0
2475,168,National Railway Equipment Motive Power,NRE,RLCX 3002,SD40,,3000.0
2476,169,National Railway Equipment Motive Power,NRE,RLCX 3051,SD50,,3550.0
2477,170,National Railway Equipment Motive Power,NRE,RLCX 3058,SD40-2,,3000.0
2478,171,National Railway Equipment Motive Power,NRE,RLCX 8500s,B39-8,,
2479,172,National Railway Equipment Motive Power,NRE,RLCX 8500s,B39-8,,
2480,173,National Railway Equipment Motive Power,NRE,"Southern Pacific 3344, 3835",GP9,,1750.0
2481,174,National Railway Equipment Motive Power,NRE,SP 6811 & 6876,SD45T-2,,3600.0
2482,175,National Railway Equipment Motive Power,NRE,SP 7328,SD40-2,,3000.0
2483,176,National Railway Equipment Motive Power,NRE,SP 7401,SD45T-2,,3600.0
2484,177,National Railway Equipment Motive Power,NRE,"SP 9270, 9294 & 9323",SD45T-2,,3600.0
2485,178,National Railway Equipment Motive Power,NRE,Texas Southern 407,F7A,,1500.0
2486,179,National Railway Equipment Motive Power,NRE,Trans-Kentucky Transportation 2078,Road,,
2487,180,National Railway Equipment Motive Power,NRE,Union Pacific 667,GP40,,3000.0
2488,181,National Railway Equipment Motive Power,NRE,"UP 1601, 08-09 & 1613",Road,,
2489,182,National Railway Equipment Motive Power,NRE,UP 1985 & 1989,GP38,,2000.0
2490,183,National Railway Equipment Motive Power,NRE,UP 3181,SD40-2,,3000.0
2491,184,National Railway Equipment Motive Power,NRE,UP 4231 & 4277,SD40-2,,3000.0
2492,185,National Railway Equipment Motive Power,NRE,UP 4311,SD40-2B,,
2493,186,National Railway Equipment Motive Power,NRE,UP 5000s,SD50,,3550.0
2494,187,National Railway Equipment Motive Power,NRE,UP 7009,SD50,,3550.0
2495,188,National Railway Equipment Motive Power,NRE,UP 7526,SD45-2,,3600.0
2496,189,National Railway Equipment Motive Power,NRE,UP 7877,SD40T-2,,3000.0
2497,190,National Railway Equipment Motive Power,NRE,UP 8785-8786,SD40T-2,,3000.0
2498,191,National Railway Equipment Motive Power,NRE,UP 8965 & 8993,SD40-2,,3000.0
2499,192,National Railway Equipment Motive Power,NRE,UP 8974 & 9926,SD45,,3600.0
2500,193,National Railway Equipment Motive Power,NRE,UP 9967,GP40,,3000.0
2501,194,National Railway Equipment Motive Power,NRE,(VMV 2001),SD40-2,,3000.0
2502,195,National Railway Equipment Motive Power,NRE,WAMX 3023,GP30,,2250.0
2503,196,National Railway Equipment Motive Power,NRE,Wisconsin Central 2500,SD35,,2500.0
2504,197,National Railway Equipment Motive Power,NRE,WC 6597 & 6625,SD45,,3600.0
2505,198,National Railway Equipment Motive Power,NRE,WC 7500s,SD45,,3600.0
2506,199,National Railway Equipment Motive Power,NRE,3,SW1200,,1200.0
2507,200,National Railway Equipment Motive Power,NRE,7,VO-1000m,,
2508,201,National Railway Equipment Motive Power,NRE,"9, 15 & 17",45-Ton,,
2509,202,National Railway Equipment Motive Power,NRE,90,TR2,,2000.0
2510,203,National Railway Equipment Motive Power,NRE,152-3 & 155,SW1200,,1200.0
2511,204,National Railway Equipment Motive Power,NRE,202,SW1001,,1000.0
2512,205,National Railway Equipment Motive Power,NRE,203 & 206,SW1000,,1000.0
2513,206,National Railway Equipment Motive Power,NRE,622,SW9,,1200.0
2514,207,National Railway Equipment Motive Power,NRE,704B,Slug,,
2515,208,National Railway Equipment Motive Power,NRE,704C & 708D,SW1200,,1200.0
2516,209,National Railway Equipment Motive Power,NRE,1284,SW10,,1000.0
2517,210,National Railway Equipment Motive Power,NRE,1442,SW14,,1000.0
2518,211,National Railway Equipment Motive Power,NRE,1539 & 1560,MP15,,
2519,212,National Railway Equipment Motive Power,NRE,2295,SW9,,1200.0
2520,213,National Railway Equipment Motive Power,NRE,2472 & 2543,SW1500,,1500.0
2521,214,National Railway Equipment Motive Power,NRE,3401,SW1200,,1200.0
2522,215,National Railway Equipment Motive Power,NRE,3500 & 3513-14,SW1200,,1200.0
2523,216,National Railway Equipment Motive Power,NRE,3615,SW1000,,1000.0
2524,217,National Railway Equipment Motive Power,NRE,8615,SW900,,900.0
2525,218,National Railway Equipment Motive Power,NRE,Burlington Nrn 3426 & 3459,SW1500,,1500.0
2526,219,National Railway Equipment Motive Power,NRE,BN 3518,SW1200,,1200.0
2527,220,National Railway Equipment Motive Power,NRE,CANX 1349,SW1200,,1200.0
2528,221,National Railway Equipment Motive Power,NRE,Cedar Bay Generating 201,SW1001,,1000.0
2529,222,National Railway Equipment Motive Power,NRE,Canadian National 7709 & 7722,SW1200,,1200.0
2530,223,National Railway Equipment Motive Power,NRE,Canadian Pacifc 1283-84 & 1287,SW10,,1000.0
2531,224,National Railway Equipment Motive Power,NRE,CP 8124,SW1200RSu,,
2532,225,National Railway Equipment Motive Power,NRE,Elgin Joliet & Estn 441,NW2,,1000.0
2533,226,National Railway Equipment Motive Power,NRE,Ethyl Corp 100,SW1,,600.0
2534,227,National Railway Equipment Motive Power,NRE,"Ferro Natl. Mexico 5800, 5814 & 5837",G12,,1310.0
2535,228,National Railway Equipment Motive Power,NRE,"FNM 5856, 5864 & 5868",G12,,1310.0
2536,229,National Railway Equipment Motive Power,NRE,"FNM 5872, 5876 & 5880",G12,,1310.0
2537,230,National Railway Equipment Motive Power,NRE,Gateway Western 1201,SW1200,,1200.0
2538,231,National Railway Equipment Motive Power,NRE,Illinois Central 1400s,SW14,,1000.0
2539,232,National Railway Equipment Motive Power,NRE,Inland Steel Co. 76 & 78,SW1,,600.0
2540,233,National Railway Equipment Motive Power,NRE,"ISC 90, 96 & 107",SW14,,1000.0
2541,234,National Railway Equipment Motive Power,NRE,ISC 129,SW9,,1200.0
2542,235,National Railway Equipment Motive Power,NRE,ISC 7441,??,,
2543,236,National Railway Equipment Motive Power,NRE,"Korean National 2104, 07 & 09",SW1001,,1000.0
2544,237,National Railway Equipment Motive Power,NRE,"KNR 2110-11, 14-15 & 17-18",SW1001,,1000.0
2545,238,National Railway Equipment Motive Power,NRE,"KNR 2120-1, 25, 27",SW1001,,1000.0
2546,239,National Railway Equipment Motive Power,NRE,KNR 4301,G12,,1310.0
2547,240,National Railway Equipment Motive Power,NRE,Minnesota Commercial 110,SW1200,,1200.0
2548,241,National Railway Equipment Motive Power,NRE,Minn.Cmcl. 302 & 306,SW1500,,1500.0
2549,242,National Railway Equipment Motive Power,NRE,Mobil 963,MP15AC,,1500.0
2550,243,National Railway Equipment Motive Power,NRE,SOO Line 2119,SW9,,1200.0
2551,244,National Railway Equipment Motive Power,NRE,Southern Pacific 1405,SW1500,,1500.0
2552,245,National Railway Equipment Motive Power,NRE,SP 2531,SW1500,,1500.0
2553,246,National Railway Equipment Motive Power,NRE,Union Pacific 1222,SW10,,1000.0
2554,247,National Railway Equipment Motive Power,NRE,"US Steel 9, 21 & 32",SW1200,,1200.0
2555,248,National Railway Equipment Motive Power,NRE,"US Steel 46-48 , 52-55 & 59-60",SW1200,,1200.0
2556,249,National Railway Equipment Motive Power,NRE,"US Steel 106, 112, & 113",SW1200,,1200.0
2557,250,National Railway Equipment Motive Power,NRE,US Steel 1241 & 1243,SW1200,,1200.0
2558,251,National Railway Equipment Motive Power,NRE,US Steel 9655,SW900,,900.0
2559,252,National Railway Equipment Motive Power,NRE,WAMX 108,SW1,,600.0
2560,253,National Railway Equipment Motive Power,NRE,WAMX 908,SW9,,1200.0
2561,0,National Salvage & Service,NSSX,"8202, 05, 07 & 08",C39-8,,
2562,1,National Salvage & Service,NSSX,8211 & 8212,C39-8,,
2563,2,National Salvage & Service,NSSX,8664-8670,C39-8,,
2564,3,National Salvage & Service,NSSX,8671-8672,C39-8,,
2565,4,National Salvage & Service,NSSX,8674-8678,C39-8,,
2566,5,National Salvage & Service,NSSX,8681-8686,C39-8,,
2567,0,Residco,OFOX,2783 & 2785,SD40M-2,Oct-69,
2568,1,Residco,OFOX,2787,SD40M-2,Mar-68,
2569,2,Residco,OFOX,2788 & 2789,SD40M-2,Apr-68,
2570,3,Residco,OFOX,2792 & 2797,SD40-2,Sep-68,3000.0
2571,4,Residco,OFOX,2801 & 2808,SD40-2,Jun-68,3000.0
2572,5,Residco,OFOX,2810,SD40-2,Aug-68,3000.0
2573,6,Residco,OFOX,3070,SD40-2,May-71,3000.0
2574,7,Residco,OFOX,3076 & 3086,SD40-2,Mar-69,3000.0
2575,8,Residco,OFOX,3104,SD40-2,Dec-66,3000.0
2576,0,OmniTrax,OMLX,15,MP15DC,Dec-76,1500.0
2577,1,OmniTrax,OMLX,28,GP7,Mar-51,1500.0
2578,2,OmniTrax,OMLX,34,GP9,Jun-57,1750.0
2579,3,OmniTrax,OMLX,101,GP9,Jan-59,1750.0
2580,4,OmniTrax,OMLX,141,SW14,Sep-50,1000.0
2581,5,OmniTrax,OMLX,143 & 145,SW1000,Oct-66,1000.0
2582,6,OmniTrax,OMLX,151,SW1500,Aug-67,1500.0
2583,7,OmniTrax,OMLX,201,SD9,Feb-58,1750.0
2584,8,OmniTrax,OMLX,343,GP38-2,Jan-73,2000.0
2585,9,OmniTrax,OMLX,382,GP38-2,Jun-77,2000.0
2586,10,OmniTrax,OMLX,405,SD40-2/3,,
2587,11,OmniTrax,OMLX,406,SD40-2/3,,
2588,12,OmniTrax,OMLX,407,SD40-2/3,Mar-80,
2589,13,OmniTrax,OMLX,408,SD40-2/3,Dec-69,
2590,14,OmniTrax,OMLX,409,SD40-2/3,Jun-66,
2591,15,OmniTrax,OMLX,410,SD40-2/3,Aug-79,
2592,16,OmniTrax,OMLX,412,SD40-2/3,Apr-66,
2593,17,OmniTrax,OMLX,414,SD40-2/3,Nov-71,
2594,18,OmniTrax,OMLX,415,SD40-2/3,Feb-67,
2595,19,OmniTrax,OMLX,416,SD40-2/3,Apr-67,
2596,20,OmniTrax,OMLX,417,SD40-2/3,Aug-79,
2597,21,OmniTrax,OMLX,418,SD40-2/3,1980,
2598,22,OmniTrax,OMLX,501,SD50M,Dec-85,
2599,23,OmniTrax,OMLX,502,SD50M,Nov-85,
2600,24,OmniTrax,OMLX,503,SD50M,Feb-86,
2601,25,OmniTrax,OMLX,824,SW1200,Feb-66,1200.0
2602,26,OmniTrax,OMLX,"1006, 1010 & 1025",GP10,Apr-56,1800.0
2603,27,OmniTrax,OMLX,1048,GP10,Apr-52,1800.0
2604,28,OmniTrax,OMLX,"1030, 1039 & 1048",GP10,Jul-56,1800.0
2605,29,OmniTrax,OMLX,1061 & 1070,GP10,Jan-57,1800.0
2606,30,OmniTrax,OMLX,1200,SW1200,Dec-64,1200.0
2607,31,OmniTrax,OMLX,1451,SW14,Sep-50,1000.0
2608,32,OmniTrax,OMLX,1460,SW14,Jul-51,1000.0
2609,33,OmniTrax,OMLX,1463,SW14,Jun-51,1000.0
2610,34,OmniTrax,OMLX,1472,SW14,Jul-51,1000.0
2611,35,OmniTrax,OMLX,1474,SW14,Jan-51,1000.0
2612,36,OmniTrax,OMLX,22950,GP9E,Mar-57,
2613,37,OmniTrax,OMLX,1701,GP7,Mar-52,1500.0
2614,38,OmniTrax,OMLX,1750,SD9E,Feb-56,
2615,39,OmniTrax,OMLX,1751 & 1752,SD9E,Feb-56,
2616,40,OmniTrax,OMLX,1777,GP9 / GP10,Apr-56,
2617,41,OmniTrax,OMLX,1800 & 1801,GP9 / GP10,"1/58, 12/54",
2618,42,OmniTrax,OMLX,2000,GP38-2,Jun-77,2000.0
2619,43,OmniTrax,OMLX,2001 & 2002,GP38-2,Jun-77,2000.0
2620,44,OmniTrax,OMLX,2003,GP9E,May-56,
2621,45,OmniTrax,OMLX,2005,SW1200,Sep-65,1200.0
2622,46,OmniTrax,OMLX,2006,GP35,,2500.0
2623,47,OmniTrax,OMLX,2007,GP35,Jun-64,2500.0
2624,48,OmniTrax,OMLX,2008,SW1200,Sep-65,1200.0
2625,49,OmniTrax,OMLX,2239,GP7U,Nov-52,
2626,50,OmniTrax,OMLX,2250,GP38-3,Dec-64,
2627,51,OmniTrax,OMLX,2254,GP38-3,Dec-64,
2628,52,OmniTrax,OMLX,2256,GP38-3,Jun-64,
2629,53,OmniTrax,OMLX,2259,SW1200,Dec-64,1200.0
2630,54,OmniTrax,OMLX,2301,GP38-2,Nov-81,2000.0
2631,55,OmniTrax,OMLX,2556 & 2559,SW1500,Jan-70,1500.0
2632,56,OmniTrax,OMLX,"2595, 2630 & 2653",SW1500,Mar-72,1500.0
2633,57,OmniTrax,OMLX,2959,SD35E,Jan-65,
2634,58,OmniTrax,OMLX,"3001, 3011 & 3013",GP30,May-62,2250.0
2635,59,OmniTrax,OMLX,3019 & 3026-28,GP30,Feb-63,2250.0
2636,60,OmniTrax,OMLX,3029 & 3032-3034,GP35,May-64,2500.0
2637,61,OmniTrax,OMLX,3037-39 & 3041-43,GP35,Sep-64,2500.0
2638,62,OmniTrax,OMLX,3047 & 3048,GP35,Jan-65,2500.0
2639,63,OmniTrax,OMLX,3055,GP35,Jan-66,2500.0
2640,64,OmniTrax,OMLX,3108,SD35E,Feb-65,
2641,65,OmniTrax,OMLX,3107,SD40-3,Dec-69,
2642,66,OmniTrax,OMLX,3131,SD40-3,Jun-69,
2643,67,OmniTrax,OMLX,3353 & 3372,GP9E,May-55,
2644,68,OmniTrax,OMLX,3414 & 3416,GP9E,Mar-56,
2645,69,OmniTrax,OMLX,3735 & 3744,GP9E,Jan-57,
2646,70,OmniTrax,OMLX,3760 & 3840,GP9E,Mar-58,
2647,71,OmniTrax,OMLX,3757 & 3795,GP9E,Mar-57,
2648,72,OmniTrax,OMLX,3808,GP38-3/GP38,,
2649,73,OmniTrax,OMLX,3815 & 3817,GP38-3/GP38,Mar-57,
2650,74,OmniTrax,OMLX,4004 & 4005,GP40-2/GP40-2LW,Dec-77,
2651,75,OmniTrax,OMLX,4006,GP40-2/GP40-2LW,,
2652,76,OmniTrax,OMLX,4008,GP40-2/GP40-2LW,1974,
2653,77,OmniTrax,OMLX,4010,GP40-2/GP40-2LW,Mar-76,
2654,78,OmniTrax,OMLX,4011,GP40-2/GP40-2LW,Oct-74,
2655,79,OmniTrax,OMLX,4012,GP40-2/GP40-2LW,1975,
2656,80,OmniTrax,OMLX,4013,GP40-2/GP40-2LW,Apr-76,
2657,81,OmniTrax,OMLX,4117,GP20E,Aug-60,
2658,82,OmniTrax,OMLX,4120,GP20E,Mar-62,
2659,83,OmniTrax,OMLX,4135,GP20E,Jan-62,
2660,84,OmniTrax,OMLX,"4160, 4162 & 4163",GP38-2,Jun-77,2000.0
2661,85,OmniTrax,OMLX,4279 & 4280,GP7R,Jul-52,
2662,86,OmniTrax,OMLX,"4285, 4288 & 4297",GP7R,Feb-52,
2663,87,OmniTrax,OMLX,4324 & 4327,SD9E,Jul-55,
2664,88,OmniTrax,OMLX,4381 & 4389,GP9R,May-54,
2665,89,OmniTrax,OMLX,4392 & 4393,GP9R,Jun-54,
2666,90,OmniTrax,OMLX,4423,GP9R,Mar-56,
2667,91,OmniTrax,OMLX,4433 & 4434,GP7,Oct-52,1500.0
2668,92,OmniTrax,OMLX,4438,GP7,May-53,1500.0
2669,93,OmniTrax,OMLX,4498,GP9R,Sep-57,
2670,94,OmniTrax,OMLX,5002,SD50,Jan-86,3550.0
2671,95,OmniTrax,OMLX,5004,SD50,Jan-86,3550.0
2672,96,OmniTrax,OMLX,5005,SD50,Dec-85,3550.0
2673,97,OmniTrax,OMLX,5006-5008,SD50,Nov-84,3550.0
2674,98,OmniTrax,OMLX,5010,SD50,Dec-85,3550.0
2675,99,OmniTrax,OMLX,OMLX 5101,GP50,Apr-80,3500.0
2676,100,OmniTrax,OMLX,OMLX 5102,GP50,Jul-80,3500.0
2677,101,OmniTrax,OMLX,5305,SD9,Jul-57,1750.0
2678,102,OmniTrax,OMLX,"6304, 6311 & 6319",GP35E,Jun-64,
2679,103,OmniTrax,OMLX,"6320, 6322 & 6334",GP35E,Jun-64,
2680,104,OmniTrax,OMLX,"6352, 6357 & 6358",GP35E,Aug-64,
2681,105,OmniTrax,OMLX,6511 & 6526,GP35E,Jun-64,
2682,106,OmniTrax,OMLX,"6537, 6595 & 6568",GP35E,Mar-64,
2683,107,OmniTrax,OMLX,"6600, 6619 & 6622",GP35E,Feb-65,
2684,108,OmniTrax,OMLX,"6650, 6656 & 6657",GP35E,Jun-65,
2685,109,OmniTrax,OMLX,"6670, 6671 & 6676",GP35E,Oct-65,
